                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     29,                 1.0092,                0.57841,                 1.0252,                0.98109,                0.96199,                 0.9814,                  0.695,                   1.04,                 0.5262,                 0.9738,             0.00074282,             0.00074282,             0.00074282
                     30,                0.98385,                0.56899,                 1.0164,                0.98063,                0.96098,                 0.9804,                 0.6818,                 1.0768,                0.52368,                0.98017,             0.00070981,             0.00070981,             0.00070981
                     31,                 0.9877,                 0.5589,                 1.0168,                 0.9734,                0.96067,                0.97946,                0.68236,                 1.0663,                0.54188,                0.97713,              0.0006768,              0.0006768,              0.0006768
                     32,                0.96007,                 0.5538,                 1.0109,                0.98668,                0.97009,                0.98253,                0.69915,                 1.0355,                0.49745,                0.97044,              0.0006438,              0.0006438,              0.0006438
                     33,                0.95991,                  0.541,                 1.0082,                0.98056,                0.96594,                0.98011,                0.70252,                 1.0258,                0.50575,                0.96732,             0.00061079,             0.00061079,             0.00061079
                     34,                0.95146,                0.53566,                 1.0032,                0.98343,                0.97021,                0.98158,                0.68493,                 1.0764,                0.51372,                0.97543,             0.00057778,             0.00057778,             0.00057778
                     35,                0.94978,                0.53624,                 1.0043,                0.98108,                0.97028,                0.98013,                0.69494,                 1.0371,                0.51665,                0.97141,             0.00054478,             0.00054478,             0.00054478
                     36,                0.94001,                0.53688,                 1.0034,                0.97186,                0.97252,                0.98011,                0.68112,                 1.0621,                0.51769,                0.97458,             0.00051177,             0.00051177,             0.00051177
                     37,                0.92779,                0.52548,                0.99712,                 0.9819,                0.97127,                0.98063,                 0.7013,                 1.0238,                0.50526,                0.96884,             0.00047876,             0.00047876,             0.00047876
                     38,                0.91787,                0.51841,                0.99122,                0.98818,                0.96685,                0.98095,                0.70652,                 1.0258,                0.49037,                0.96302,             0.00044576,             0.00044576,             0.00044576
                     39,                0.92019,                0.51834,                0.99207,                0.97731,                0.97118,                0.98116,                0.69118,                 1.0604,                0.50607,                0.97428,             0.00041275,             0.00041275,             0.00041275
                     40,                0.91314,                 0.5137,                0.98947,                0.98704,                0.96877,                0.98172,                0.69134,                 1.0664,                0.50208,                0.97817,             0.00037974,             0.00037974,             0.00037974
                     41,                0.84838,                0.45706,                 0.9561,                0.98743,                0.96621,                0.98097,                 0.6986,                 1.0431,                0.49955,                0.97047,             0.00034674,             0.00034674,             0.00034674
                     42,                0.83228,                0.44449,                0.94906,                0.98687,                0.96476,                0.98068,                 0.6917,                 1.0485,                0.48962,                 0.9706,             0.00031373,             0.00031373,             0.00031373
                     43,                 0.8179,                0.43836,                0.94526,                0.98219,                 0.9714,                0.98085,                0.70579,                 1.0133,                0.48191,                0.96214,             0.00028072,             0.00028072,             0.00028072
                     44,                0.80841,                0.43194,                0.94235,                0.98676,                0.96514,                0.98112,                0.70223,                 1.0288,                0.47668,                0.97068,             0.00024772,             0.00024772,             0.00024772
                     45,                 0.7926,                0.42729,                0.93428,                0.98592,                0.96657,                0.98244,                0.70626,                 1.0269,                0.47842,                0.96852,             0.00021471,             0.00021471,             0.00021471
                     46,                  0.796,                 0.4273,                0.93668,                 0.9845,                0.96481,                0.98158,                0.71128,                 1.0084,                 0.4726,                0.96216,              0.0001817,              0.0001817,              0.0001817
                     47,                 0.7813,                0.41962,                0.93059,                0.98517,                0.96488,                0.98209,                0.70912,                 1.0077,                0.46603,                0.96053,              0.0001487,              0.0001487,              0.0001487
                     48,                0.77693,                0.41501,                0.93328,                0.98747,                 0.9691,                0.98377,                 0.7152,                 1.0045,                 0.4643,                 0.9619,             0.00011569,             0.00011569,             0.00011569
                     49,                0.76727,                 0.4128,                0.92817,                0.98506,                0.96782,                0.98249,                0.71316,                 1.0148,                0.46475,                0.96339,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                0.75387,                0.40751,                0.92452,                0.98517,                0.96533,                0.98251,                0.70962,                  1.017,                 0.4654,                0.96351,             4.9677e-05,             4.9677e-05,             4.9677e-05
